sale_id,date_key,store_id,product_id,quantity,unit_price,discount_pct,revenue
11358,20260310,S004,P0004,3,13.01,0.0,39.03
11359,20260311,S004,P0004,10,13.01,0.0,130.1
11360,20260312,S004,P0004,7,13.01,0.0,91.07
11361,20260313,S004,P0004,9,13.01,0.0,117.09
11362,20260314,S004,P0004,7,13.01,0.0,91.07
11363,20260315,S004,P0004,3,13.01,0.0,39.03
11364,20260316,S004,P0004,8,13.01,0.0,104.08
11365,20260317,S004,P0004,1,13.01,0.0,13.01
11366,20260318,S004,P0004,3,13.01,0.0,39.03
11367,20260319,S004,P0004,6,13.01,0.0,78.06
11368,20260320,S004,P0004,5,13.01,0.0,65.05
11369,20260321,S004,P0004,5,13.01,0.0,65.05
11370,20260322,S004,P0004,6,13.01,0.0,78.06
11371,20260323,S004,P0004,4,13.01,0.0,52.04
11372,20260324,S004,P0004,2,13.01,0.0,26.02
11373,20260325,S004,P0004,5,13.01,0.0,65.05
11374,20260326,S004,P0004,10,13.01,0.0,130.1
11375,20260327,S004,P0004,11,13.01,0.0,143.11
11376,20260328,S004,P0004,13,13.01,0.0,169.13
11377,20260329,S004,P0004,10,13.01,0.0,130.1
11378,20260330,S004,P0004,1,13.01,0.0,13.01
11379,20260331,S004,P0004,5,13.01,0.0,65.05
11380,20260401,S004,P0004,13,13.01,0.0,169.13
11381,20260402,S004,P0004,12,13.01,0.0,156.12
11382,20260403,S004,P0004,14,13.01,0.16,153.0
11383,20260404,S004,P0004,10,13.01,0.0,130.1
11384,20260405,S004,P0004,11,13.01,0.0,143.11
11385,20260406,S004,P0004,6,13.01,0.0,78.06
11386,20260407,S004,P0004,4,13.01,0.0,52.04
11387,20260408,S004,P0004,7,13.01,0.0,91.07
11388,20260409,S004,P0004,5,13.01,0.0,65.05
11389,20260410,S004,P0004,7,13.01,0.0,91.07
11390,20260411,S004,P0004,8,13.01,0.0,104.08
11391,20260412,S004,P0004,12,13.01,0.0,156.12
11392,20260413,S004,P0004,6,13.01,0.0,78.06
11393,20260414,S004,P0004,5,13.01,0.0,65.05
11394,20260415,S004,P0004,9,13.01,0.0,117.09
11395,20260416,S004,P0004,9,13.01,0.0,117.09
11396,20260417,S004,P0004,4,13.01,0.0,52.04
11397,20260418,S004,P0004,7,13.01,0.0,91.07
11398,20260419,S004,P0004,14,13.01,0.2,145.71
11399,20260420,S004,P0004,4,13.01,0.0,52.04
11400,20260421,S004,P0004,8,13.01,0.0,104.08
11401,20260422,S004,P0004,7,13.01,0.0,91.07
11402,20260423,S004,P0004,8,13.01,0.0,104.08
11403,20260424,S004,P0004,7,13.01,0.0,91.07
11404,20260425,S004,P0004,11,13.01,0.0,143.11
11405,20260426,S004,P0004,9,13.01,0.0,117.09
11406,20260427,S004,P0004,13,13.01,0.26,125.16
11407,20260428,S004,P0004,3,13.01,0.0,39.03
11408,20260429,S004,P0004,12,13.01,0.0,156.12
11409,20260430,S004,P0004,7,13.01,0.0,91.07
11410,20260501,S004,P0004,8,13.01,0.0,104.08
11411,20260502,S004,P0004,7,13.01,0.0,91.07
11412,20260503,S004,P0004,6,13.01,0.0,78.06
11413,20260504,S004,P0004,9,13.01,0.0,117.09
11414,20260505,S004,P0004,4,13.01,0.0,52.04
11415,20260506,S004,P0004,6,13.01,0.0,78.06
11416,20260507,S004,P0004,3,13.01,0.0,39.03
11417,20260508,S004,P0004,6,13.01,0.0,78.06
11418,20260509,S004,P0004,9,13.01,0.0,117.09
11419,20260510,S004,P0004,9,13.01,0.2,93.67
11420,20260511,S004,P0004,4,13.01,0.0,52.04
11421,20260512,S004,P0004,2,13.01,0.0,26.02
11422,20260513,S004,P0004,5,13.01,0.0,65.05
11423,20260514,S004,P0004,9,13.01,0.0,117.09
11424,20260515,S004,P0004,3,13.01,0.0,39.03
11425,20260516,S004,P0004,7,13.01,0.3,63.75
11426,20260517,S004,P0004,9,13.01,0.0,117.09
11427,20260518,S004,P0004,8,13.01,0.0,104.08
11428,20260519,S004,P0004,10,13.01,0.0,130.1
11429,20260520,S004,P0004,11,13.01,0.0,143.11
11430,20260521,S004,P0004,11,13.01,0.0,143.11
11431,20260522,S004,P0004,10,13.01,0.0,130.1
11432,20260523,S004,P0004,10,13.01,0.0,130.1
11433,20260524,S004,P0004,6,13.01,0.0,78.06
11434,20260525,S004,P0004,9,13.01,0.0,117.09
11435,20260526,S004,P0004,4,13.01,0.0,52.04
11436,20260527,S004,P0004,6,13.01,0.0,78.06
11437,20260528,S004,P0004,6,13.01,0.0,78.06
11438,20260529,S004,P0004,6,13.01,0.0,78.06
11439,20260530,S004,P0004,6,13.01,0.0,78.06
11440,20260531,S004,P0004,9,13.01,0.0,117.09
11441,20260601,S004,P0004,11,13.01,0.0,143.11
11442,20260602,S004,P0004,2,13.01,0.0,26.02
11443,20260603,S004,P0004,3,13.01,0.0,39.03
11444,20260604,S004,P0004,7,13.01,0.0,91.07
11445,20260605,S004,P0004,11,13.01,0.27,104.47
11446,20260606,S004,P0004,2,13.01,0.0,26.02
11447,20260607,S004,P0004,13,13.01,0.0,169.13
11448,20260608,S004,P0004,5,13.01,0.0,65.05
11449,20260609,S004,P0004,3,13.01,0.0,39.03
11450,20260610,S004,P0004,5,13.01,0.0,65.05
11451,20260611,S004,P0004,4,13.01,0.0,52.04
11452,20260612,S004,P0004,8,13.01,0.0,104.08
11453,20260613,S004,P0004,10,13.01,0.0,130.1
11454,20260614,S004,P0004,8,13.01,0.0,104.08
11455,20260615,S004,P0004,9,13.01,0.0,117.09
11456,20260616,S004,P0004,6,13.01,0.0,78.06
11457,20260617,S004,P0004,4,13.01,0.0,52.04
11458,20260618,S004,P0004,7,13.01,0.0,91.07
11459,20260619,S004,P0004,10,13.01,0.11,115.79
11460,20260620,S004,P0004,8,13.01,0.0,104.08
11461,20260621,S004,P0004,6,13.01,0.0,78.06
11462,20260622,S004,P0004,6,13.01,0.0,78.06
11463,20260623,S004,P0004,5,13.01,0.0,65.05
11464,20260624,S004,P0004,5,13.01,0.0,65.05
11465,20260625,S004,P0004,7,13.01,0.0,91.07
11466,20260626,S004,P0004,6,13.01,0.0,78.06
11467,20260627,S004,P0004,7,13.01,0.0,91.07
11468,20260628,S004,P0004,7,13.01,0.0,91.07
11469,20260629,S004,P0004,6,13.01,0.0,78.06
11470,20260630,S004,P0004,12,13.01,0.0,156.12
11471,20260701,S004,P0004,9,13.01,0.0,117.09
11472,20260702,S004,P0004,2,13.01,0.0,26.02
11473,20260703,S004,P0004,10,13.01,0.11,115.79
11474,20260704,S004,P0004,7,13.01,0.0,91.07
11475,20260705,S004,P0004,4,13.01,0.0,52.04
11476,20260706,S004,P0004,5,13.01,0.0,65.05
11477,20260707,S004,P0004,13,13.01,0.0,169.13
11478,20260708,S004,P0004,4,13.01,0.0,52.04
11479,20260709,S004,P0004,7,13.01,0.0,91.07
11480,20260710,S004,P0004,11,13.01,0.0,143.11
11481,20260711,S004,P0004,8,13.01,0.0,104.08
11482,20260712,S004,P0004,9,13.01,0.0,117.09
11483,20260713,S004,P0004,4,13.01,0.0,52.04
11484,20260714,S004,P0004,6,13.01,0.0,78.06
11485,20260715,S004,P0004,6,13.01,0.0,78.06
11486,20260716,S004,P0004,6,13.01,0.0,78.06
11487,20260717,S004,P0004,3,13.01,0.0,39.03
11488,20260718,S004,P0004,9,13.01,0.0,117.09
11489,20260719,S004,P0004,9,13.01,0.0,117.09
11490,20260720,S004,P0004,11,13.01,0.0,143.11
11491,20260721,S004,P0004,3,13.01,0.0,39.03
11492,20260722,S004,P0004,7,13.01,0.0,91.07
11493,20260723,S004,P0004,9,13.01,0.0,117.09
11494,20260724,S004,P0004,10,13.01,0.0,130.1
11495,20260725,S004,P0004,9,13.01,0.0,117.09
11496,20250726,S005,P0004,1,13.01,0.0,13.01
11497,20250727,S005,P0004,5,13.01,0.0,65.05
11498,20250728,S005,P0004,6,13.01,0.0,78.06
11499,20250729,S005,P0004,3,13.01,0.0,39.03
11500,20250730,S005,P0004,1,13.01,0.0,13.01
11501,20250731,S005,P0004,2,13.01,0.0,26.02
11502,20250801,S005,P0004,4,13.01,0.0,52.04
11503,20250802,S005,P0004,6,13.01,0.0,78.06
11504,20250803,S005,P0004,3,13.01,0.0,39.03
11505,20250804,S005,P0004,4,13.01,0.0,52.04
11506,20250805,S005,P0004,2,13.01,0.0,26.02
11507,20250806,S005,P0004,4,13.01,0.0,52.04
11508,20250807,S005,P0004,5,13.01,0.0,65.05
11509,20250808,S005,P0004,3,13.01,0.0,39.03
11510,20250809,S005,P0004,3,13.01,0.0,39.03
11511,20250810,S005,P0004,1,13.01,0.0,13.01
11512,20250811,S005,P0004,3,13.01,0.0,39.03
11513,20250812,S005,P0004,2,13.01,0.0,26.02
11514,20250813,S005,P0004,3,13.01,0.0,39.03
11515,20250814,S005,P0004,5,13.01,0.0,65.05
11516,20250815,S005,P0004,3,13.01,0.0,39.03
11517,20250816,S005,P0004,1,13.01,0.0,13.01
11518,20250817,S005,P0004,3,13.01,0.0,39.03
11519,20250818,S005,P0004,3,13.01,0.0,39.03
11520,20250819,S005,P0004,5,13.01,0.0,65.05
11521,20250820,S005,P0004,4,13.01,0.0,52.04
11522,20250821,S005,P0004,3,13.01,0.0,39.03
11523,20250822,S005,P0004,2,13.01,0.0,26.02
11524,20250823,S005,P0004,2,13.01,0.0,26.02
11525,20250824,S005,P0004,2,13.01,0.0,26.02
11526,20250825,S005,P0004,1,13.01,0.0,13.01
11527,20250826,S005,P0004,4,13.01,0.0,52.04
11528,20250827,S005,P0004,1,13.01,0.0,13.01
11529,20250828,S005,P0004,1,13.01,0.0,13.01
11530,20250829,S005,P0004,1,13.01,0.0,13.01
11531,20250830,S005,P0004,5,13.01,0.0,65.05
11532,20250831,S005,P0004,6,13.01,0.0,78.06
11533,20250901,S005,P0004,6,13.01,0.24,59.33
11534,20250902,S005,P0004,5,13.01,0.0,65.05
11535,20250903,S005,P0004,3,13.01,0.0,39.03
11536,20250904,S005,P0004,5,13.01,0.0,65.05
11537,20250905,S005,P0004,2,13.01,0.0,26.02
11538,20250906,S005,P0004,8,13.01,0.0,104.08
11539,20250907,S005,P0004,4,13.01,0.0,52.04
11540,20250908,S005,P0004,5,13.01,0.0,65.05
11541,20250909,S005,P0004,2,13.01,0.0,26.02
11542,20250910,S005,P0004,1,13.01,0.0,13.01
11543,20250911,S005,P0004,6,13.01,0.0,78.06
11544,20250912,S005,P0004,2,13.01,0.0,26.02
11545,20250913,S005,P0004,10,13.01,0.0,130.1
11546,20250914,S005,P0004,3,13.01,0.0,39.03
11547,20250915,S005,P0004,4,13.01,0.0,52.04
11548,20250916,S005,P0004,1,13.01,0.0,13.01
11549,20250919,S005,P0004,1,13.01,0.0,13.01
11550,20250920,S005,P0004,5,13.01,0.0,65.05
11551,20250921,S005,P0004,4,13.01,0.0,52.04
11552,20250922,S005,P0004,3,13.01,0.0,39.03
11553,20250923,S005,P0004,4,13.01,0.0,52.04
11554,20250924,S005,P0004,4,13.01,0.0,52.04
11555,20250925,S005,P0004,6,13.01,0.24,59.33
11556,20250926,S005,P0004,2,13.01,0.0,26.02
11557,20250927,S005,P0004,6,13.01,0.0,78.06
11558,20250928,S005,P0004,1,13.01,0.0,13.01
11559,20250929,S005,P0004,2,13.01,0.0,26.02
11560,20250930,S005,P0004,4,13.01,0.0,52.04
11561,20251002,S005,P0004,2,13.01,0.0,26.02
11562,20251003,S005,P0004,4,13.01,0.0,52.04
11563,20251004,S005,P0004,3,13.01,0.0,39.03
11564,20251005,S005,P0004,2,13.01,0.0,26.02
11565,20251006,S005,P0004,6,13.01,0.0,78.06
11566,20251007,S005,P0004,2,13.01,0.0,26.02
11567,20251008,S005,P0004,3,13.01,0.0,39.03
11568,20251009,S005,P0004,2,13.01,0.0,26.02
11569,20251010,S005,P0004,2,13.01,0.0,26.02
11570,20251011,S005,P0004,3,13.01,0.0,39.03
11571,20251012,S005,P0004,5,13.01,0.0,65.05
11572,20251013,S005,P0004,4,13.01,0.0,52.04
11573,20251014,S005,P0004,3,13.01,0.0,39.03
11574,20251015,S005,P0004,5,13.01,0.0,65.05
11575,20251016,S005,P0004,4,13.01,0.0,52.04
11576,20251017,S005,P0004,4,13.01,0.0,52.04
11577,20251018,S005,P0004,5,13.01,0.0,65.05
11578,20251019,S005,P0004,6,13.01,0.0,78.06
11579,20251020,S005,P0004,3,13.01,0.0,39.03
11580,20251021,S005,P0004,4,13.01,0.0,52.04
11581,20251022,S005,P0004,5,13.01,0.0,65.05
11582,20251023,S005,P0004,4,13.01,0.0,52.04
11583,20251024,S005,P0004,5,13.01,0.0,65.05
11584,20251025,S005,P0004,6,13.01,0.0,78.06
11585,20251026,S005,P0004,4,13.01,0.0,52.04
11586,20251027,S005,P0004,3,13.01,0.0,39.03
11587,20251028,S005,P0004,4,13.01,0.0,52.04
11588,20251029,S005,P0004,1,13.01,0.0,13.01
11589,20251030,S005,P0004,3,13.01,0.0,39.03
11590,20251101,S005,P0004,4,13.01,0.0,52.04
11591,20251102,S005,P0004,3,13.01,0.0,39.03
11592,20251103,S005,P0004,6,13.01,0.0,78.06
11593,20251104,S005,P0004,2,13.01,0.0,26.02
11594,20251105,S005,P0004,8,13.01,0.0,104.08
11595,20251106,S005,P0004,6,13.01,0.0,78.06
11596,20251107,S005,P0004,7,13.01,0.11,81.05
11597,20251108,S005,P0004,4,13.01,0.0,52.04
11598,20251109,S005,P0004,12,13.01,0.0,156.12
11599,20251110,S005,P0004,4,13.01,0.0,52.04
11600,20251111,S005,P0004,1,13.01,0.0,13.01
11601,20251115,S005,P0004,7,13.01,0.0,91.07
11602,20251116,S005,P0004,12,13.01,0.0,156.12
11603,20251117,S005,P0004,9,13.01,0.0,117.09
11604,20251118,S005,P0004,3,13.01,0.0,39.03
11605,20251119,S005,P0004,3,13.01,0.0,39.03
11606,20251120,S005,P0004,4,13.01,0.0,52.04
11607,20251121,S005,P0004,8,13.01,0.0,104.08
11608,20251122,S005,P0004,7,13.01,0.0,91.07
11609,20251123,S005,P0004,5,13.01,0.0,65.05
11610,20251127,S005,P0004,6,13.01,0.0,78.06
11611,20251128,S005,P0004,6,13.01,0.0,78.06
11612,20251129,S005,P0004,3,13.01,0.0,39.03
11613,20251130,S005,P0004,7,13.01,0.0,91.07
11614,20251201,S005,P0004,5,13.01,0.0,65.05
11615,20251202,S005,P0004,2,13.01,0.0,26.02
11616,20251203,S005,P0004,5,13.01,0.0,65.05
11617,20251204,S005,P0004,3,13.01,0.0,39.03
11618,20251205,S005,P0004,3,13.01,0.0,39.03
11619,20251206,S005,P0004,14,13.01,0.18,149.35
11620,20251207,S005,P0004,4,13.01,0.0,52.04
11621,20251210,S005,P0004,8,13.01,0.0,104.08
11622,20251211,S005,P0004,4,13.01,0.0,52.04
11623,20251212,S005,P0004,5,13.01,0.0,65.05
11624,20251213,S005,P0004,6,13.01,0.0,78.06
11625,20251214,S005,P0004,5,13.01,0.0,65.05
11626,20251215,S005,P0004,5,13.01,0.0,65.05
11627,20251216,S005,P0004,4,13.01,0.0,52.04
11628,20251217,S005,P0004,4,13.01,0.0,52.04
11629,20251218,S005,P0004,7,13.01,0.0,91.07
11630,20251219,S005,P0004,8,13.01,0.0,104.08
11631,20251220,S005,P0004,2,13.01,0.0,26.02
11632,20251223,S005,P0004,5,13.01,0.0,65.05
11633,20251224,S005,P0004,2,13.01,0.0,26.02
11634,20251225,S005,P0004,8,13.01,0.0,104.08
11635,20251226,S005,P0004,7,13.01,0.0,91.07
11636,20251227,S005,P0004,8,13.01,0.0,104.08
11637,20251228,S005,P0004,6,13.01,0.0,78.06
11638,20251229,S005,P0004,4,13.01,0.29,36.95
11639,20251230,S005,P0004,4,13.01,0.0,52.04
11640,20251231,S005,P0004,4,13.01,0.0,52.04
11641,20260101,S005,P0004,2,13.01,0.0,26.02
11642,20260102,S005,P0004,5,13.01,0.0,65.05
11643,20260103,S005,P0004,2,13.01,0.0,26.02
11644,20260104,S005,P0004,1,13.01,0.12,11.45
11645,20260105,S005,P0004,5,13.01,0.0,65.05
11646,20260106,S005,P0004,1,13.01,0.0,13.01
11647,20260107,S005,P0004,4,13.01,0.0,52.04
11648,20260108,S005,P0004,2,13.01,0.24,19.78
11649,20260109,S005,P0004,2,13.01,0.0,26.02
11650,20260110,S005,P0004,1,13.01,0.0,13.01
11651,20260111,S005,P0004,1,13.01,0.0,13.01
11652,20260112,S005,P0004,4,13.01,0.0,52.04
11653,20260113,S005,P0004,1,13.01,0.0,13.01
11654,20260114,S005,P0004,3,13.01,0.0,39.03
11655,20260115,S005,P0004,1,13.01,0.0,13.01
11656,20260116,S005,P0004,3,13.01,0.0,39.03
11657,20260117,S005,P0004,2,13.01,0.0,26.02
11658,20260118,S005,P0004,2,13.01,0.0,26.02
11659,20260119,S005,P0004,4,13.01,0.0,52.04
11660,20260120,S005,P0004,2,13.01,0.0,26.02
11661,20260122,S005,P0004,2,13.01,0.0,26.02
11662,20260123,S005,P0004,3,13.01,0.0,39.03
11663,20260124,S005,P0004,2,13.01,0.0,26.02
11664,20260125,S005,P0004,5,13.01,0.0,65.05
11665,20260126,S005,P0004,1,13.01,0.21,10.28
11666,20260127,S005,P0004,1,13.01,0.0,13.01
11667,20260128,S005,P0004,3,13.01,0.1,35.13
11668,20260129,S005,P0004,1,13.01,0.0,13.01
11669,20260130,S005,P0004,3,13.01,0.0,39.03
11670,20260131,S005,P0004,1,13.01,0.0,13.01
11671,20260201,S005,P0004,1,13.01,0.0,13.01
11672,20260202,S005,P0004,1,13.01,0.0,13.01
11673,20260203,S005,P0004,3,13.01,0.0,39.03
11674,20260204,S005,P0004,1,13.01,0.0,13.01
11675,20260205,S005,P0004,1,13.01,0.0,13.01
11676,20260206,S005,P0004,6,13.01,0.29,55.42
11677,20260207,S005,P0004,4,13.01,0.0,52.04
11678,20260208,S005,P0004,5,13.01,0.0,65.05
11679,20260209,S005,P0004,2,13.01,0.0,26.02
11680,20260210,S005,P0004,3,13.01,0.0,39.03
11681,20260211,S005,P0004,1,13.01,0.0,13.01
11682,20260212,S005,P0004,2,13.01,0.0,26.02
11683,20260213,S005,P0004,3,13.01,0.0,39.03
11684,20260214,S005,P0004,2,13.01,0.0,26.02
11685,20260215,S005,P0004,3,13.01,0.0,39.03
11686,20260216,S005,P0004,2,13.01,0.0,26.02
11687,20260217,S005,P0004,4,13.01,0.0,52.04
11688,20260219,S005,P0004,1,13.01,0.0,13.01
11689,20260220,S005,P0004,4,13.01,0.0,52.04
11690,20260221,S005,P0004,2,13.01,0.0,26.02
11691,20260222,S005,P0004,3,13.01,0.0,39.03
11692,20260223,S005,P0004,2,13.01,0.0,26.02
11693,20260224,S005,P0004,2,13.01,0.0,26.02
11694,20260225,S005,P0004,2,13.01,0.0,26.02
11695,20260226,S005,P0004,1,13.01,0.0,13.01
11696,20260227,S005,P0004,3,13.01,0.0,39.03
11697,20260228,S005,P0004,7,13.01,0.11,81.05
11698,20260301,S005,P0004,5,13.01,0.0,65.05
11699,20260302,S005,P0004,4,13.01,0.0,52.04
11700,20260303,S005,P0004,2,13.01,0.0,26.02
11701,20260304,S005,P0004,4,13.01,0.0,52.04
11702,20260305,S005,P0004,1,13.01,0.0,13.01
11703,20260306,S005,P0004,3,13.01,0.0,39.03
11704,20260307,S005,P0004,3,13.01,0.0,39.03
11705,20260308,S005,P0004,2,13.01,0.0,26.02
11706,20260309,S005,P0004,3,13.01,0.0,39.03
11707,20260310,S005,P0004,4,13.01,0.0,52.04
11708,20260311,S005,P0004,4,13.01,0.0,52.04
11709,20260313,S005,P0004,7,13.01,0.0,91.07
11710,20260314,S005,P0004,4,13.01,0.0,52.04
11711,20260315,S005,P0004,5,13.01,0.0,65.05
11712,20260316,S005,P0004,1,13.01,0.0,13.01
11713,20260317,S005,P0004,4,13.01,0.0,52.04
11714,20260318,S005,P0004,3,13.01,0.0,39.03
11715,20260319,S005,P0004,1,13.01,0.0,13.01
11716,20260320,S005,P0004,2,13.01,0.0,26.02
11717,20260321,S005,P0004,8,13.01,0.0,104.08
11718,20260322,S005,P0004,1,13.01,0.0,13.01
11719,20260323,S005,P0004,3,13.01,0.0,39.03
11720,20260324,S005,P0004,3,13.01,0.0,39.03
11721,20260325,S005,P0004,2,13.01,0.0,26.02
11722,20260326,S005,P0004,5,13.01,0.0,65.05
11723,20260327,S005,P0004,3,13.01,0.0,39.03
11724,20260328,S005,P0004,5,13.01,0.0,65.05
11725,20260329,S005,P0004,1,13.01,0.0,13.01
11726,20260330,S005,P0004,5,13.01,0.0,65.05
11727,20260331,S005,P0004,4,13.01,0.0,52.04
11728,20260401,S005,P0004,5,13.01,0.0,65.05
11729,20260402,S005,P0004,4,13.01,0.0,52.04
11730,20260403,S005,P0004,3,13.01,0.0,39.03
11731,20260404,S005,P0004,2,13.01,0.0,26.02
11732,20260405,S005,P0004,2,13.01,0.0,26.02
11733,20260406,S005,P0004,4,13.01,0.0,52.04
11734,20260407,S005,P0004,1,13.01,0.0,13.01
11735,20260408,S005,P0004,4,13.01,0.0,52.04
11736,20260409,S005,P0004,2,13.01,0.0,26.02
11737,20260410,S005,P0004,4,13.01,0.0,52.04
11738,20260412,S005,P0004,4,13.01,0.0,52.04
11739,20260413,S005,P0004,1,13.01,0.0,13.01
11740,20260414,S005,P0004,4,13.01,0.0,52.04
11741,20260415,S005,P0004,4,13.01,0.15,44.23
11742,20260416,S005,P0004,2,13.01,0.0,26.02
11743,20260417,S005,P0004,2,13.01,0.0,26.02
11744,20260418,S005,P0004,5,13.01,0.0,65.05
11745,20260419,S005,P0004,5,13.01,0.0,65.05
11746,20260420,S005,P0004,2,13.01,0.0,26.02
11747,20260421,S005,P0004,3,13.01,0.0,39.03
11748,20260422,S005,P0004,2,13.01,0.0,26.02
11749,20260423,S005,P0004,2,13.01,0.0,26.02
11750,20260424,S005,P0004,2,13.01,0.0,26.02
11751,20260425,S005,P0004,5,13.01,0.0,65.05
11752,20260426,S005,P0004,3,13.01,0.0,39.03
11753,20260427,S005,P0004,2,13.01,0.0,26.02
11754,20260428,S005,P0004,1,13.01,0.3,9.11
11755,20260429,S005,P0004,1,13.01,0.0,13.01
11756,20260430,S005,P0004,4,13.01,0.0,52.04
11757,20260501,S005,P0004,3,13.01,0.0,39.03
11758,20260502,S005,P0004,1,13.01,0.0,13.01
11759,20260503,S005,P0004,1,13.01,0.0,13.01
11760,20260504,S005,P0004,3,13.01,0.0,39.03
11761,20260505,S005,P0004,3,13.01,0.0,39.03
11762,20260506,S005,P0004,4,13.01,0.0,52.04
11763,20260507,S005,P0004,1,13.01,0.0,13.01
11764,20260508,S005,P0004,4,13.01,0.0,52.04
11765,20260509,S005,P0004,5,13.01,0.0,65.05
11766,20260510,S005,P0004,3,13.01,0.0,39.03
11767,20260511,S005,P0004,2,13.01,0.0,26.02
11768,20260512,S005,P0004,3,13.01,0.0,39.03
11769,20260513,S005,P0004,3,13.01,0.0,39.03
11770,20260514,S005,P0004,1,13.01,0.0,13.01
11771,20260515,S005,P0004,2,13.01,0.0,26.02
11772,20260516,S005,P0004,4,13.01,0.0,52.04
11773,20260517,S005,P0004,4,13.01,0.0,52.04
11774,20260518,S005,P0004,8,13.01,0.0,104.08
11775,20260519,S005,P0004,4,13.01,0.0,52.04
11776,20260520,S005,P0004,7,13.01,0.0,91.07
11777,20260521,S005,P0004,6,13.01,0.0,78.06
11778,20260522,S005,P0004,8,13.01,0.0,104.08
11779,20260523,S005,P0004,3,13.01,0.0,39.03
11780,20260524,S005,P0004,3,13.01,0.0,39.03
11781,20260525,S005,P0004,1,13.01,0.0,13.01
11782,20260526,S005,P0004,1,13.01,0.27,9.5
11783,20260528,S005,P0004,4,13.01,0.0,52.04
11784,20260529,S005,P0004,2,13.01,0.0,26.02
11785,20260530,S005,P0004,5,13.01,0.0,65.05
11786,20260531,S005,P0004,6,13.01,0.0,78.06
11787,20260601,S005,P0004,8,13.01,0.0,104.08
11788,20260602,S005,P0004,4,13.01,0.0,52.04
11789,20260603,S005,P0004,2,13.01,0.0,26.02
11790,20260604,S005,P0004,3,13.01,0.0,39.03
11791,20260605,S005,P0004,1,13.01,0.0,13.01
11792,20260606,S005,P0004,6,13.01,0.0,78.06
11793,20260607,S005,P0004,4,13.01,0.0,52.04
11794,20260608,S005,P0004,4,13.01,0.0,52.04
11795,20260609,S005,P0004,6,13.01,0.0,78.06
11796,20260610,S005,P0004,3,13.01,0.0,39.03
11797,20260611,S005,P0004,3,13.01,0.0,39.03
11798,20260612,S005,P0004,5,13.01,0.0,65.05
11799,20260613,S005,P0004,2,13.01,0.0,26.02
11800,20260614,S005,P0004,3,13.01,0.0,39.03
11801,20260615,S005,P0004,4,13.01,0.0,52.04
11802,20260616,S005,P0004,1,13.01,0.0,13.01
11803,20260617,S005,P0004,5,13.01,0.0,65.05
11804,20260618,S005,P0004,3,13.01,0.0,39.03
11805,20260619,S005,P0004,1,13.01,0.0,13.01
11806,20260620,S005,P0004,2,13.01,0.0,26.02
11807,20260621,S005,P0004,1,13.01,0.0,13.01
11808,20260622,S005,P0004,3,13.01,0.0,39.03
11809,20260623,S005,P0004,4,13.01,0.0,52.04
11810,20260624,S005,P0004,6,13.01,0.0,78.06
11811,20260625,S005,P0004,5,13.01,0.0,65.05
11812,20260626,S005,P0004,3,13.01,0.0,39.03
11813,20260627,S005,P0004,4,13.01,0.0,52.04
11814,20260628,S005,P0004,2,13.01,0.0,26.02
11815,20260629,S005,P0004,1,13.01,0.0,13.01
11816,20260630,S005,P0004,3,13.01,0.0,39.03
11817,20260701,S005,P0004,3,13.01,0.0,39.03
11818,20260702,S005,P0004,3,13.01,0.0,39.03
11819,20260703,S005,P0004,6,13.01,0.1,70.25
11820,20260704,S005,P0004,2,13.01,0.0,26.02
11821,20260705,S005,P0004,6,13.01,0.0,78.06
11822,20260706,S005,P0004,8,13.01,0.29,73.9
11823,20260707,S005,P0004,2,13.01,0.0,26.02
11824,20260708,S005,P0004,2,13.01,0.0,26.02
11825,20260709,S005,P0004,3,13.01,0.0,39.03
11826,20260710,S005,P0004,2,13.01,0.0,26.02
11827,20260711,S005,P0004,3,13.01,0.0,39.03
11828,20260712,S005,P0004,7,13.01,0.2,72.86
11829,20260713,S005,P0004,2,13.01,0.0,26.02
11830,20260714,S005,P0004,3,13.01,0.0,39.03
11831,20260715,S005,P0004,2,13.01,0.0,26.02
11832,20260717,S005,P0004,3,13.01,0.0,39.03
11833,20260718,S005,P0004,2,13.01,0.0,26.02
11834,20260719,S005,P0004,4,13.01,0.0,52.04
11835,20260720,S005,P0004,2,13.01,0.0,26.02
11836,20260721,S005,P0004,2,13.01,0.0,26.02
11837,20260722,S005,P0004,4,13.01,0.0,52.04
11838,20260723,S005,P0004,7,13.01,0.0,91.07
11839,20260724,S005,P0004,1,13.01,0.0,13.01
11840,20260725,S005,P0004,7,13.01,0.0,91.07
11841,20250726,S006,P0004,5,13.01,0.0,65.05
11842,20250727,S006,P0004,6,13.01,0.0,78.06
11843,20250728,S006,P0004,5,13.01,0.0,65.05
11844,20250729,S006,P0004,4,13.01,0.0,52.04
11845,20250730,S006,P0004,6,13.01,0.0,78.06
11846,20250731,S006,P0004,1,13.01,0.0,13.01
11847,20250801,S006,P0004,6,13.01,0.0,78.06
11848,20250802,S006,P0004,17,13.01,0.0,221.17
11849,20250803,S006,P0004,4,13.01,0.0,52.04
11850,20250804,S006,P0004,6,13.01,0.0,78.06
11851,20250805,S006,P0004,4,13.01,0.0,52.04
11852,20250806,S006,P0004,4,13.01,0.0,52.04
11853,20250807,S006,P0004,3,13.01,0.0,39.03
11854,20250808,S006,P0004,5,13.01,0.0,65.05
11855,20250809,S006,P0004,9,13.01,0.0,117.09
