product_id,date,daily_units,moving_avg_7d
P0007,2026-02-10,20,33.0
P0007,2026-02-11,36,34.29
P0007,2026-02-12,27,35.0
P0007,2026-02-13,41,34.86
P0007,2026-02-14,38,34.86
P0007,2026-02-15,40,33.86
P0007,2026-02-16,34,33.71
P0007,2026-02-17,29,35.0
P0007,2026-02-18,39,35.43
P0007,2026-02-19,38,37.0
P0007,2026-02-20,41,37.0
P0007,2026-02-21,41,37.43
P0007,2026-02-22,48,38.57
P0007,2026-02-23,31,38.14
P0007,2026-02-24,24,37.43
P0007,2026-02-25,32,36.43
P0007,2026-02-26,28,35.0
P0007,2026-02-27,41,35.0
P0007,2026-02-28,38,34.57
P0007,2026-03-01,45,34.14
P0007,2026-03-02,43,35.86
P0007,2026-03-03,44,38.71
P0007,2026-03-04,48,41.0
P0007,2026-03-05,39,42.57
P0007,2026-03-06,42,42.71
P0007,2026-03-07,41,43.14
P0007,2026-03-08,43,42.86
P0007,2026-03-09,41,42.57
P0007,2026-03-10,32,40.86
P0007,2026-03-11,35,39.0
P0007,2026-03-12,36,38.57
P0007,2026-03-13,51,39.86
P0007,2026-03-14,52,41.43
P0007,2026-03-15,38,40.71
P0007,2026-03-16,34,39.71
P0007,2026-03-17,26,38.86
P0007,2026-03-18,43,40.0
P0007,2026-03-19,43,41.0
P0007,2026-03-20,36,38.86
P0007,2026-03-21,44,37.71
P0007,2026-03-22,40,38.0
P0007,2026-03-23,33,37.86
P0007,2026-03-24,32,38.71
P0007,2026-03-25,39,38.14
P0007,2026-03-26,39,37.57
P0007,2026-03-27,36,37.57
P0007,2026-03-28,45,37.71
P0007,2026-03-29,49,39.0
P0007,2026-03-30,37,39.57
P0007,2026-03-31,27,38.86
P0007,2026-04-01,41,39.14
P0007,2026-04-02,46,40.14
P0007,2026-04-03,40,40.71
P0007,2026-04-04,36,39.43
P0007,2026-04-05,54,40.14
P0007,2026-04-06,33,39.57
P0007,2026-04-07,36,40.86
P0007,2026-04-08,39,40.57
P0007,2026-04-09,29,38.14
P0007,2026-04-10,46,39.0
P0007,2026-04-11,47,40.57
P0007,2026-04-12,35,37.86
P0007,2026-04-13,23,36.43
P0007,2026-04-14,43,37.43
P0007,2026-04-15,36,37.0
P0007,2026-04-16,27,36.71
P0007,2026-04-17,37,35.43
P0007,2026-04-18,49,35.71
P0007,2026-04-19,49,37.71
P0007,2026-04-20,26,38.14
P0007,2026-04-21,42,38.0
P0007,2026-04-22,41,38.71
P0007,2026-04-23,36,40.0
P0007,2026-04-24,42,40.71
P0007,2026-04-25,44,40.0
P0007,2026-04-26,40,38.71
P0007,2026-04-27,26,38.71
P0007,2026-04-28,44,39.0
P0007,2026-04-29,32,37.71
P0007,2026-04-30,35,37.57
P0007,2026-05-01,44,37.86
P0007,2026-05-02,51,38.86
P0007,2026-05-03,41,39.0
P0007,2026-05-04,42,41.29
P0007,2026-05-05,27,38.86
P0007,2026-05-06,30,38.57
P0007,2026-05-07,37,38.86
P0007,2026-05-08,32,37.14
P0007,2026-05-09,41,35.71
P0007,2026-05-10,44,36.14
P0007,2026-05-11,44,36.43
P0007,2026-05-12,32,37.14
P0007,2026-05-13,37,38.14
P0007,2026-05-14,35,37.86
P0007,2026-05-15,32,37.86
P0007,2026-05-16,43,38.14
P0007,2026-05-17,48,38.71
P0007,2026-05-18,30,36.71
P0007,2026-05-19,41,38.0
P0007,2026-05-20,31,37.14
P0007,2026-05-21,40,37.86
P0007,2026-05-22,47,40.0
P0007,2026-05-23,47,40.57
P0007,2026-05-24,47,40.43
P0007,2026-05-25,32,40.71
P0007,2026-05-26,39,40.43
P0007,2026-05-27,31,40.43
P0007,2026-05-28,39,40.29
P0007,2026-05-29,50,40.71
P0007,2026-05-30,59,42.43
P0007,2026-05-31,34,40.57
P0007,2026-06-01,30,40.29
P0007,2026-06-02,46,41.29
P0007,2026-06-03,34,41.71
P0007,2026-06-04,35,41.14
P0007,2026-06-05,40,39.71
P0007,2026-06-06,47,38.0
P0007,2026-06-07,36,38.29
P0007,2026-06-08,37,39.29
P0007,2026-06-09,42,38.71
P0007,2026-06-10,43,40.0
P0007,2026-06-11,39,40.57
P0007,2026-06-12,41,40.71
P0007,2026-06-13,40,39.71
P0007,2026-06-14,45,41.0
P0007,2026-06-15,42,41.71
P0007,2026-06-16,27,39.57
P0007,2026-06-17,40,39.14
P0007,2026-06-18,36,38.71
P0007,2026-06-19,45,39.29
P0007,2026-06-20,38,39.0
P0007,2026-06-21,33,37.29
P0007,2026-06-22,38,36.71
P0007,2026-06-23,34,37.71
P0007,2026-06-24,42,38.0
P0007,2026-06-25,40,38.57
P0007,2026-06-26,49,39.14
P0007,2026-06-27,46,40.29
P0007,2026-06-28,50,42.71
P0007,2026-06-29,37,42.57
P0007,2026-06-30,39,43.29
P0007,2026-07-01,31,41.71
P0007,2026-07-02,40,41.71
P0007,2026-07-03,52,42.14
P0007,2026-07-04,31,40.0
P0007,2026-07-05,35,37.86
P0007,2026-07-06,30,36.86
P0007,2026-07-07,35,36.29
P0007,2026-07-08,40,37.57
P0007,2026-07-09,26,35.57
P0007,2026-07-10,51,35.43
P0007,2026-07-11,37,36.29
P0007,2026-07-12,37,36.57
P0007,2026-07-13,34,37.14
P0007,2026-07-14,34,37.0
P0007,2026-07-15,29,35.43
P0007,2026-07-16,45,38.14
P0007,2026-07-17,51,38.14
P0007,2026-07-18,50,40.0
P0007,2026-07-19,42,40.71
P0007,2026-07-20,40,41.57
P0007,2026-07-21,32,41.29
P0007,2026-07-22,44,43.43
P0007,2026-07-23,19,39.71
P0007,2026-07-24,40,38.14
P0007,2026-07-25,42,37.0
P0008,2025-07-26,12,12.0
P0008,2025-07-27,14,13.0
P0008,2025-07-28,17,14.33
P0008,2025-07-29,8,12.75
P0008,2025-07-30,10,12.2
P0008,2025-07-31,13,12.33
P0008,2025-08-01,16,12.86
P0008,2025-08-02,16,13.43
P0008,2025-08-03,11,13.0
P0008,2025-08-04,11,12.14
P0008,2025-08-05,9,12.29
P0008,2025-08-06,12,12.57
P0008,2025-08-07,11,12.29
P0008,2025-08-08,13,11.86
P0008,2025-08-09,15,11.71
P0008,2025-08-10,14,12.14
P0008,2025-08-11,14,12.57
P0008,2025-08-12,12,13.0
P0008,2025-08-13,10,12.71
P0008,2025-08-14,12,12.86
P0008,2025-08-15,15,13.14
P0008,2025-08-16,11,12.57
P0008,2025-08-17,14,12.57
P0008,2025-08-18,13,12.43
P0008,2025-08-19,9,12.0
P0008,2025-08-20,10,12.0
P0008,2025-08-21,11,11.86
P0008,2025-08-22,19,12.43
P0008,2025-08-23,14,12.86
P0008,2025-08-24,9,12.14
P0008,2025-08-25,13,12.14
P0008,2025-08-26,6,11.71
P0008,2025-08-27,12,12.0
P0008,2025-08-28,11,12.0
P0008,2025-08-29,15,11.43
P0008,2025-08-30,7,10.43
P0008,2025-08-31,14,11.14
P0008,2025-09-01,14,11.29
P0008,2025-09-02,9,11.71
P0008,2025-09-03,6,10.86
P0008,2025-09-04,14,11.29
P0008,2025-09-05,17,11.57
P0008,2025-09-06,13,12.43
P0008,2025-09-07,12,12.14
P0008,2025-09-08,8,11.29
P0008,2025-09-09,8,11.14
P0008,2025-09-10,9,11.57
P0008,2025-09-11,8,10.71
P0008,2025-09-12,11,9.86
P0008,2025-09-13,22,11.14
P0008,2025-09-14,17,11.86
P0008,2025-09-15,12,12.43
P0008,2025-09-16,11,12.86
P0008,2025-09-17,14,13.57
P0008,2025-09-18,10,13.86
P0008,2025-09-19,15,14.43
P0008,2025-09-20,9,12.57
P0008,2025-09-21,13,12.0
P0008,2025-09-22,9,11.57
P0008,2025-09-23,13,11.86
P0008,2025-09-24,7,10.86
P0008,2025-09-25,16,11.71
P0008,2025-09-26,11,11.14
P0008,2025-09-27,9,11.14
P0008,2025-09-28,19,12.0
P0008,2025-09-29,9,12.0
P0008,2025-09-30,10,11.57
P0008,2025-10-01,14,12.57
P0008,2025-10-02,9,11.57
P0008,2025-10-03,11,11.57
P0008,2025-10-04,10,11.71
P0008,2025-10-05,13,10.86
P0008,2025-10-06,12,11.29
P0008,2025-10-07,16,12.14
P0008,2025-10-08,9,11.43
P0008,2025-10-09,10,11.57
P0008,2025-10-10,16,12.29
P0008,2025-10-11,12,12.57
P0008,2025-10-12,14,12.71
P0008,2025-10-13,15,13.14
P0008,2025-10-14,12,12.57
P0008,2025-10-15,14,13.29
P0008,2025-10-16,11,13.43
P0008,2025-10-17,16,13.43
P0008,2025-10-18,14,13.71
P0008,2025-10-19,11,13.29
P0008,2025-10-20,17,13.57
P0008,2025-10-21,9,13.14
P0008,2025-10-22,8,12.29
P0008,2025-10-23,11,12.29
P0008,2025-10-24,16,12.29
P0008,2025-10-25,15,12.43
P0008,2025-10-26,16,13.14
P0008,2025-10-27,7,11.71
P0008,2025-10-28,6,11.29
P0008,2025-10-29,14,12.14
P0008,2025-10-30,9,11.86
P0008,2025-10-31,16,11.86
P0008,2025-11-01,15,11.86
P0008,2025-11-02,26,13.29
P0008,2025-11-03,10,13.71
P0008,2025-11-04,10,14.29
P0008,2025-11-05,17,14.71
P0008,2025-11-06,13,15.29
P0008,2025-11-07,32,17.57
P0008,2025-11-08,15,17.57
P0008,2025-11-09,24,17.29
P0008,2025-11-10,15,18.0
P0008,2025-11-11,13,18.43
P0008,2025-11-12,18,18.57
P0008,2025-11-13,14,18.71
P0008,2025-11-14,21,17.14
P0008,2025-11-15,25,18.57
P0008,2025-11-16,31,19.57
P0008,2025-11-17,9,18.71
P0008,2025-11-18,15,19.0
P0008,2025-11-19,17,18.86
P0008,2025-11-20,16,19.14
P0008,2025-11-21,25,19.71
P0008,2025-11-22,21,19.14
P0008,2025-11-23,14,16.71
P0008,2025-11-24,17,17.86
P0008,2025-11-25,17,18.14
P0008,2025-11-26,12,17.43
P0008,2025-11-27,22,18.29
P0008,2025-11-28,22,17.86
P0008,2025-11-29,23,18.14
P0008,2025-11-30,14,18.14
P0008,2025-12-01,16,18.0
P0008,2025-12-02,9,16.86
P0008,2025-12-03,16,17.43
P0008,2025-12-04,13,16.14
P0008,2025-12-05,28,17.0
P0008,2025-12-06,14,15.71
P0008,2025-12-07,19,16.43
P0008,2025-12-08,22,17.29
P0008,2025-12-09,18,18.57
P0008,2025-12-10,14,18.29
P0008,2025-12-11,11,18.0
P0008,2025-12-12,17,16.43
P0008,2025-12-13,19,17.14
P0008,2025-12-14,16,16.71
P0008,2025-12-15,17,16.0
P0008,2025-12-16,13,15.29
P0008,2025-12-17,22,16.43
P0008,2025-12-18,11,16.43
P0008,2025-12-19,19,16.71
P0008,2025-12-20,13,15.86
P0008,2025-12-21,21,16.57
P0008,2025-12-22,18,16.71
P0008,2025-12-23,12,16.57
P0008,2025-12-24,14,15.43
P0008,2025-12-25,12,15.57
P0008,2025-12-26,20,15.71
P0008,2025-12-27,18,16.43
P0008,2025-12-28,22,16.57
P0008,2025-12-29,14,16.0
P0008,2025-12-30,10,15.71
P0008,2025-12-31,16,16.0
P0008,2026-01-01,11,15.86
P0008,2026-01-02,16,15.29
P0008,2026-01-03,9,14.0
P0008,2026-01-04,14,12.86
P0008,2026-01-05,7,11.86
P0008,2026-01-06,10,11.86
P0008,2026-01-07,9,10.86
P0008,2026-01-08,11,10.86
P0008,2026-01-09,18,11.14
P0008,2026-01-10,13,11.71
P0008,2026-01-11,16,12.0
P0008,2026-01-12,8,12.14
P0008,2026-01-13,6,11.57
P0008,2026-01-14,15,12.43
P0008,2026-01-15,12,12.57
P0008,2026-01-16,19,12.71
P0008,2026-01-17,11,12.43
P0008,2026-01-18,15,12.29
P0008,2026-01-19,5,11.86
P0008,2026-01-20,9,12.29
P0008,2026-01-21,11,11.71
P0008,2026-01-22,7,11.0
P0008,2026-01-23,7,9.29
P0008,2026-01-24,18,10.29
P0008,2026-01-25,13,10.0
P0008,2026-01-26,4,9.86
P0008,2026-01-27,10,10.0
P0008,2026-01-28,3,8.86
P0008,2026-01-29,14,9.86
P0008,2026-01-30,17,11.29
P0008,2026-01-31,6,9.57
P0008,2026-02-01,3,8.14
P0008,2026-02-02,11,9.14
P0008,2026-02-03,5,8.43
P0008,2026-02-04,12,9.71
P0008,2026-02-05,7,8.71
P0008,2026-02-06,11,7.86
P0008,2026-02-07,5,7.71
P0008,2026-02-08,7,8.29
P0008,2026-02-09,12,8.43
P0008,2026-02-10,4,8.29
P0008,2026-02-11,7,7.57
P0008,2026-02-12,8,7.71
P0008,2026-02-13,8,7.29
P0008,2026-02-14,12,8.29
P0008,2026-02-15,14,9.29
P0008,2026-02-16,3,8.0
P0008,2026-02-17,10,8.86
P0008,2026-02-18,9,9.14
P0008,2026-02-19,10,9.43
P0008,2026-02-20,11,9.86
P0008,2026-02-21,11,9.71
P0008,2026-02-22,13,9.57
P0008,2026-02-23,11,10.71
P0008,2026-02-24,7,10.29
P0008,2026-02-25,6,9.86
P0008,2026-02-26,7,9.43
P0008,2026-02-27,6,8.71
P0008,2026-02-28,10,8.57
P0008,2026-03-01,10,8.14
P0008,2026-03-02,8,7.71
P0008,2026-03-03,13,8.57
P0008,2026-03-04,8,8.86
P0008,2026-03-05,9,9.14
P0008,2026-03-06,8,9.43
P0008,2026-03-07,11,9.57
P0008,2026-03-08,12,9.86
P0008,2026-03-09,12,10.43
P0008,2026-03-10,8,9.71
P0008,2026-03-11,11,10.14
P0008,2026-03-12,8,10.0
P0008,2026-03-13,14,10.86
P0008,2026-03-14,12,11.0
P0008,2026-03-15,9,10.57
P0008,2026-03-16,15,11.0
P0008,2026-03-17,6,10.71
P0008,2026-03-18,5,9.86
P0008,2026-03-19,15,10.86
P0008,2026-03-20,15,11.0
P0008,2026-03-21,10,10.71
P0008,2026-03-22,13,11.29
P0008,2026-03-23,7,10.14
P0008,2026-03-24,15,11.43
P0008,2026-03-25,14,12.71
P0008,2026-03-26,16,12.86
P0008,2026-03-27,16,13.0
P0008,2026-03-28,9,12.86
P0008,2026-03-29,14,13.0
P0008,2026-03-30,9,13.29
P0008,2026-03-31,16,13.43
P0008,2026-04-01,10,12.86
P0008,2026-04-02,10,12.0
P0008,2026-04-03,8,10.86
P0008,2026-04-04,10,11.0
P0008,2026-04-05,14,11.0
P0008,2026-04-06,7,10.71
P0008,2026-04-07,10,9.86
P0008,2026-04-08,13,10.29
P0008,2026-04-09,14,10.86
P0008,2026-04-10,14,11.71
P0008,2026-04-11,7,11.29
P0008,2026-04-12,17,11.71
P0008,2026-04-13,14,12.71
P0008,2026-04-14,8,12.43
P0008,2026-04-15,11,12.14
P0008,2026-04-16,13,12.0
P0008,2026-04-17,12,11.71
P0008,2026-04-18,17,13.14
P0008,2026-04-19,10,12.14
P0008,2026-04-20,11,11.71
P0008,2026-04-21,9,11.86
P0008,2026-04-22,9,11.57
P0008,2026-04-23,10,11.14
P0008,2026-04-24,11,11.0
P0008,2026-04-25,10,10.0
P0008,2026-04-26,11,10.14
P0008,2026-04-27,19,11.29
P0008,2026-04-28,9,11.29
P0008,2026-04-29,15,12.14
P0008,2026-04-30,10,12.14
P0008,2026-05-01,8,11.71
P0008,2026-05-02,18,12.86
P0008,2026-05-03,10,12.71
P0008,2026-05-04,13,11.86
P0008,2026-05-05,15,12.71
P0008,2026-05-06,17,13.0
P0008,2026-05-07,9,12.86
P0008,2026-05-08,11,13.29
P0008,2026-05-09,15,12.86
P0008,2026-05-10,15,13.57
P0008,2026-05-11,11,13.29
P0008,2026-05-12,9,12.43
P0008,2026-05-13,12,11.71
P0008,2026-05-14,9,11.71
P0008,2026-05-15,9,11.43
P0008,2026-05-16,17,11.71
P0008,2026-05-17,19,12.29
P0008,2026-05-18,10,12.14
P0008,2026-05-19,13,12.71
P0008,2026-05-20,6,11.86
P0008,2026-05-21,6,11.43
P0008,2026-05-22,14,12.14
P0008,2026-05-23,12,11.43
P0008,2026-05-24,10,10.14
P0008,2026-05-25,15,10.86
P0008,2026-05-26,9,10.29
P0008,2026-05-27,13,11.29
P0008,2026-05-28,10,11.86
P0008,2026-05-29,12,11.57
P0008,2026-05-30,9,11.14
P0008,2026-05-31,12,11.43
P0008,2026-06-01,11,10.86
P0008,2026-06-02,11,11.14
P0008,2026-06-03,4,9.86
P0008,2026-06-04,12,10.14
P0008,2026-06-05,18,11.0
P0008,2026-06-06,13,11.57
P0008,2026-06-07,14,11.86
P0008,2026-06-08,9,11.57
P0008,2026-06-09,9,11.29
P0008,2026-06-10,10,12.14
P0008,2026-06-11,7,11.43
P0008,2026-06-12,13,10.71
P0008,2026-06-13,17,11.29
P0008,2026-06-14,10,10.71
P0008,2026-06-15,10,10.86
P0008,2026-06-16,10,11.0
P0008,2026-06-17,8,10.71
P0008,2026-06-18,10,11.14
P0008,2026-06-19,6,10.14
P0008,2026-06-20,5,8.43
P0008,2026-06-21,10,8.43
P0008,2026-06-22,10,8.43
P0008,2026-06-23,10,8.43
P0008,2026-06-24,13,9.14
P0008,2026-06-25,10,9.14
P0008,2026-06-26,16,10.57
P0008,2026-06-27,10,11.29
P0008,2026-06-28,12,11.57
P0008,2026-06-29,13,12.0
P0008,2026-06-30,16,12.86
P0008,2026-07-01,16,13.29
P0008,2026-07-02,8,13.0
P0008,2026-07-03,9,12.0
P0008,2026-07-04,13,12.43
P0008,2026-07-05,13,12.57
P0008,2026-07-06,17,13.14
P0008,2026-07-07,8,12.0
P0008,2026-07-08,6,10.57
P0008,2026-07-09,9,10.71
P0008,2026-07-10,12,11.14
P0008,2026-07-11,12,11.0
P0008,2026-07-12,15,11.29
P0008,2026-07-13,16,11.14
P0008,2026-07-14,12,11.71
P0008,2026-07-15,12,12.57
P0008,2026-07-16,11,12.86
P0008,2026-07-17,12,12.86
P0008,2026-07-18,17,13.57
P0008,2026-07-19,17,13.86
P0008,2026-07-20,16,13.86
P0008,2026-07-21,12,13.86
P0008,2026-07-22,9,13.43
P0008,2026-07-23,11,13.43
P0008,2026-07-24,12,13.43
P0008,2026-07-25,12,12.71
P0009,2025-07-26,66,66.0
P0009,2025-07-27,66,66.0
P0009,2025-07-28,68,66.67
P0009,2025-07-29,55,63.75
P0009,2025-07-30,42,59.4
P0009,2025-07-31,55,58.67
P0009,2025-08-01,85,62.43
P0009,2025-08-02,67,62.57
P0009,2025-08-03,59,61.57
P0009,2025-08-04,50,59.0
P0009,2025-08-05,66,60.57
P0009,2025-08-06,57,62.71
P0009,2025-08-07,68,64.57
P0009,2025-08-08,77,63.43
P0009,2025-08-09,78,65.0
P0009,2025-08-10,65,65.86
P0009,2025-08-11,46,65.29
P0009,2025-08-12,66,65.29
P0009,2025-08-13,52,64.57
P0009,2025-08-14,66,64.29
P0009,2025-08-15,83,65.14
P0009,2025-08-16,56,62.0
P0009,2025-08-17,70,62.71
P0009,2025-08-18,59,64.57
P0009,2025-08-19,65,64.43
P0009,2025-08-20,62,65.86
P0009,2025-08-21,51,63.71
P0009,2025-08-22,65,61.14
P0009,2025-08-23,84,65.14
P0009,2025-08-24,70,65.14
P0009,2025-08-25,55,64.57
P0009,2025-08-26,75,66.0
P0009,2025-08-27,59,65.57
P0009,2025-08-28,60,66.86
P0009,2025-08-29,59,66.0
P0009,2025-08-30,72,64.29
P0009,2025-08-31,82,66.0
P0009,2025-09-01,71,68.29
P0009,2025-09-02,57,65.71
P0009,2025-09-03,62,66.14
P0009,2025-09-04,59,66.0
P0009,2025-09-05,66,67.0
P0009,2025-09-06,74,67.29
P0009,2025-09-07,74,66.14
P0009,2025-09-08,56,64.0
P0009,2025-09-09,59,64.29
P0009,2025-09-10,63,64.43
P0009,2025-09-11,55,63.86
P0009,2025-09-12,70,64.43
P0009,2025-09-13,80,65.29
P0009,2025-09-14,67,64.29
P0009,2025-09-15,61,65.0
P0009,2025-09-16,64,65.71
P0009,2025-09-17,64,65.86
P0009,2025-09-18,70,68.0
P0009,2025-09-19,76,68.86
P0009,2025-09-20,81,69.0
P0009,2025-09-21,83,71.29
P0009,2025-09-22,70,72.57
P0009,2025-09-23,65,72.71
P0009,2025-09-24,63,72.57
P0009,2025-09-25,57,70.71
P0009,2025-09-26,89,72.57
P0009,2025-09-27,69,70.86
P0009,2025-09-28,73,69.43
P0009,2025-09-29,64,68.57
P0009,2025-09-30,57,67.43
P0009,2025-10-01,52,65.86
P0009,2025-10-02,47,64.43
P0009,2025-10-03,72,62.0
P0009,2025-10-04,64,61.29
P0009,2025-10-05,71,61.0
P0009,2025-10-06,51,59.14
P0009,2025-10-07,59,59.43
P0009,2025-10-08,48,58.86
P0009,2025-10-09,54,59.86
P0009,2025-10-10,62,58.43
P0009,2025-10-11,77,60.29
P0009,2025-10-12,56,58.14
P0009,2025-10-13,42,56.86
P0009,2025-10-14,69,58.29
P0009,2025-10-15,58,59.71
P0009,2025-10-16,60,60.57
P0009,2025-10-17,65,61.0
P0009,2025-10-18,59,58.43
P0009,2025-10-19,72,60.71
P0009,2025-10-20,74,65.29
P0009,2025-10-21,48,62.29
P0009,2025-10-22,58,62.29
P0009,2025-10-23,45,60.14
P0009,2025-10-24,68,60.57
P0009,2025-10-25,86,64.43
P0009,2025-10-26,74,64.71
P0009,2025-10-27,51,61.43
P0009,2025-10-28,58,62.86
P0009,2025-10-29,51,61.86
P0009,2025-10-30,61,64.14
P0009,2025-10-31,65,63.71
P0009,2025-11-01,102,66.0
P0009,2025-11-02,96,69.14
P0009,2025-11-03,79,73.14
P0009,2025-11-04,85,77.0
P0009,2025-11-05,91,82.71
P0009,2025-11-06,74,84.57
P0009,2025-11-07,113,91.43
P0009,2025-11-08,110,92.57
P0009,2025-11-09,80,90.29
P0009,2025-11-10,79,90.29
P0009,2025-11-11,79,89.43
P0009,2025-11-12,90,89.29
P0009,2025-11-13,77,89.71
P0009,2025-11-14,91,86.57
P0009,2025-11-15,69,80.71
P0009,2025-11-16,130,87.86
P0009,2025-11-17,56,84.57
P0009,2025-11-18,99,87.43
P0009,2025-11-19,91,87.57
P0009,2025-11-20,93,89.86
P0009,2025-11-21,95,90.43
P0009,2025-11-22,92,93.71
P0009,2025-11-23,97,89.0
P0009,2025-11-24,96,94.71
P0009,2025-11-25,86,92.86
P0009,2025-11-26,83,91.71
P0009,2025-11-27,62,87.29
P0009,2025-11-28,93,87.0
P0009,2025-11-29,70,83.86
P0009,2025-11-30,91,83.0
P0009,2025-12-01,79,80.57
P0009,2025-12-02,84,80.29
P0009,2025-12-03,87,80.86
P0009,2025-12-04,79,83.29
P0009,2025-12-05,83,81.86
P0009,2025-12-06,104,86.71
P0009,2025-12-07,92,86.86
P0009,2025-12-08,83,87.43
P0009,2025-12-09,84,87.43
P0009,2025-12-10,70,85.0
P0009,2025-12-11,77,84.71
P0009,2025-12-12,87,85.29
P0009,2025-12-13,70,80.43
P0009,2025-12-14,109,82.86
P0009,2025-12-15,92,84.14
P0009,2025-12-16,103,86.86
P0009,2025-12-17,88,89.43
P0009,2025-12-18,62,87.29
P0009,2025-12-19,84,86.86
P0009,2025-12-20,115,93.29
P0009,2025-12-21,97,91.57
P0009,2025-12-22,69,88.29
P0009,2025-12-23,69,83.43
P0009,2025-12-24,76,81.71
P0009,2025-12-25,79,84.14
P0009,2025-12-26,89,84.86
P0009,2025-12-27,130,87.0
P0009,2025-12-28,95,86.71
P0009,2025-12-29,88,89.43
P0009,2025-12-30,78,90.71
P0009,2025-12-31,83,91.71
P0009,2026-01-01,41,86.29
P0009,2026-01-02,56,81.57
P0009,2026-01-03,53,70.57
P0009,2026-01-04,53,64.57
P0009,2026-01-05,36,57.14
P0009,2026-01-06,45,52.43
P0009,2026-01-07,54,48.29
P0009,2026-01-08,58,50.71
P0009,2026-01-09,58,51.0
P0009,2026-01-10,67,53.0
P0009,2026-01-11,59,53.86
P0009,2026-01-12,46,55.29
P0009,2026-01-13,46,55.43
P0009,2026-01-14,47,54.43
P0009,2026-01-15,52,53.57
P0009,2026-01-16,64,54.43
P0009,2026-01-17,76,55.71
P0009,2026-01-18,76,58.14
P0009,2026-01-19,44,57.86
P0009,2026-01-20,39,56.86
P0009,2026-01-21,46,56.71
P0009,2026-01-22,42,55.29
P0009,2026-01-23,68,55.86
P0009,2026-01-24,47,51.71
P0009,2026-01-25,56,48.86
P0009,2026-01-26,55,50.43
P0009,2026-01-27,54,52.57
P0009,2026-01-28,43,52.14
P0009,2026-01-29,47,52.86
P0009,2026-01-30,49,50.14
P0009,2026-01-31,61,52.14
P0009,2026-02-01,76,55.0
P0009,2026-02-02,47,53.86
P0009,2026-02-03,57,54.29
P0009,2026-02-04,43,54.29
P0009,2026-02-05,49,54.57
P0009,2026-02-06,74,58.14
P0009,2026-02-07,71,59.57
P0009,2026-02-08,65,58.0
P0009,2026-02-09,67,60.86
P0009,2026-02-10,47,59.43
P0009,2026-02-11,47,60.0
P0009,2026-02-12,37,58.29
P0009,2026-02-13,66,57.14
P0009,2026-02-14,60,55.57
P0009,2026-02-15,68,56.0
P0009,2026-02-16,63,55.43
P0009,2026-02-17,56,56.71
P0009,2026-02-18,64,59.14
P0009,2026-02-19,56,61.86
P0009,2026-02-20,55,60.29
P0009,2026-02-21,70,61.71
P0009,2026-02-22,66,61.43
P0009,2026-02-23,57,60.57
P0009,2026-02-24,50,59.71
P0009,2026-02-25,54,58.29
P0009,2026-02-26,48,57.14
P0009,2026-02-27,57,57.43
P0009,2026-02-28,84,59.43
P0009,2026-03-01,72,60.29
P0009,2026-03-02,72,62.43
P0009,2026-03-03,71,65.43
P0009,2026-03-04,59,66.14
P0009,2026-03-05,55,67.14
P0009,2026-03-06,78,70.14
P0009,2026-03-07,67,67.71
P0009,2026-03-08,62,66.29
P0009,2026-03-09,50,63.14
P0009,2026-03-10,58,61.29
P0009,2026-03-11,54,60.57
P0009,2026-03-12,45,59.14
P0009,2026-03-13,69,57.86
P0009,2026-03-14,69,58.14
P0009,2026-03-15,63,58.29
P0009,2026-03-16,72,61.43
P0009,2026-03-17,52,60.57
P0009,2026-03-18,58,61.14
P0009,2026-03-19,53,62.29
P0009,2026-03-20,74,63.0
P0009,2026-03-21,67,62.71
P0009,2026-03-22,77,64.71
P0009,2026-03-23,53,62.0
P0009,2026-03-24,50,61.71
P0009,2026-03-25,71,63.57
P0009,2026-03-26,51,63.29
P0009,2026-03-27,69,62.57
P0009,2026-03-28,78,64.14
P0009,2026-03-29,72,63.43
P0009,2026-03-30,60,64.43
P0009,2026-03-31,63,66.29
P0009,2026-04-01,61,64.86
P0009,2026-04-02,50,64.71
P0009,2026-04-03,53,62.43
P0009,2026-04-04,80,62.71
P0009,2026-04-05,66,61.86
P0009,2026-04-06,51,60.57
P0009,2026-04-07,55,59.43
P0009,2026-04-08,50,57.86
P0009,2026-04-09,53,58.29
P0009,2026-04-10,55,58.57
P0009,2026-04-11,64,56.29
P0009,2026-04-12,70,56.86
P0009,2026-04-13,59,58.0
P0009,2026-04-14,52,57.57
P0009,2026-04-15,53,58.0
P0009,2026-04-16,68,60.14
P0009,2026-04-17,67,61.86
P0009,2026-04-18,89,65.43
P0009,2026-04-19,69,65.29
P0009,2026-04-20,65,66.14
P0009,2026-04-21,59,67.14
P0009,2026-04-22,47,66.29
P0009,2026-04-23,50,63.71
P0009,2026-04-24,73,64.57
P0009,2026-04-25,93,65.14
P0009,2026-04-26,71,65.43
P0009,2026-04-27,57,64.29
P0009,2026-04-28,52,63.29
P0009,2026-04-29,54,64.29
P0009,2026-04-30,58,65.43
P0009,2026-05-01,83,66.86
P0009,2026-05-02,70,63.57
P0009,2026-05-03,62,62.29
P0009,2026-05-04,59,62.57
P0009,2026-05-05,51,62.43
P0009,2026-05-06,51,62.0
P0009,2026-05-07,46,60.29
P0009,2026-05-08,76,59.29
P0009,2026-05-09,71,59.43
P0009,2026-05-10,77,61.57
P0009,2026-05-11,52,60.57
P0009,2026-05-12,54,61.0
